User,Followers
gileno,"['brunojm', 'rafaelcaricio', 'frenetic', 'adonescunha', 'marcelcaraciolo', 'fjsj', 'fernandogrd', 'arthuralvim', 'gladson', 'juliosmelo', 'patrickrbc', 'lipse', 'fabiocerqueira', 'djalex', 'guilhermebr', 'tgonzales', 'renatooliveira', 'filipemanuelofs', 'thiagodiniz', 'filipeximenes', 'araujoraphael', 'fernandolins', 'luanfonceca', 'irgmedeiros', 'mbarrerar', 'lrezende', 'LucasMagnum', 'osantana', 'marco-istccp', 'marcwebbie', 'jpsilvaj', 'klebercode', 'cfpperche', 'mazulo', 'marquesds', 'alcione', 'wellington16', 'rg3915', 'dvro', 'Miicchhel', 'wellvsilva', 'helderam', 'guspit', 'rickvieira192', 'cezarcruz', 'pauloromeira', 'fmasanori', 'alexfalcucci', 'hugoesb', 'sergiomario', 'dionimf', 'olivalpaulino', 'wyorgb', 'alarangeiras', 'joffilyfe', 'cacarrara', 'georgecariri', 'digenaldo', 'eduardoklosowski', 'israelsantiago', 'rafaelcorreiapaz', 'osmarfelix', 'JonnatasCabral', 'guilouro', 'tir4y', 'rodrigoamaral', 'brunocasanova', 'hugutux', 'rodrigoclira', 'felladrin', 'antoniomalves', 'xmnlab', 'fnscoder', 'philippe28', 'sukri12', 'bratomes', 'mattslv', 'israel-santiago-praxis', 'gilsondev', 'rgracas', 'nenodias', 'henriquechehad', 'kaiokot', 'matheusmlessa', 'MichalPaszkiewicz', 'chicobentojr', 'mosfilho', 'thiagorabelo', 'jasielserra', 'mjr', 'paulopinda', 'joaopaulo164', 'marcotterra', 'muriloviana', 'mikusher', 'dutraneto', 'thiagosoara', 'orlandoxavier', 'LDSL', 'gbl3', 'leilaapsilva', 'JadersonVargas', 'samu101108', 'sandrofolk', 'beatrizuezu', 'Linux-Player', 'davydmelo', 'GuilhermeVBeira', 'lucasgondim', 'VitorCapuano', 'gabrielSeixas', 'caiovictormc', 'DiegoDigo', 'MoisesAbraao', 'EdwardRamos2', 'kfalconspb', 'AndreFelipeCL', 'DanyGit001', 'jessicapaz', 'felipegameleira', 'israeleriston', 'giacomodepellegrini', 'SamuelsonH2T', 'dencaval', 'andreabduque', 'elinaldosoft', 'paulocesarcsdev', 'lucianovsjr', 'monicassilva', 'citec', 'matheus', 'faeliaso', 'pedroalpacheco', 'FilipelIOn', 'WesleyJw', 'AlexVFornazieri', 'matheusfrancisco', 'wgtoliveira', 'mutuk7', 'britonunes', 'AlinaFialho', 'cristianounix', 'deyvisonguilherme', 'brunnogomes', 'jcpleite', 'MarcusWiilo', 'leonardolpeixoto', 'hugobandeira', 'brenothales', 'juliobsilva', 'robsonsamp', 'dcapeletto', 'RaelsonRosa', 'lucassouto', 'KevinHock', 'williamcaesar', 'thonnycleuton', 'renatoOliveira25', 'lnlsnb', 'caio687', 'gkal19', 'RicardoDedubiani', 'ligiasalzano', 'cb4rbosa', 'greenmind-sec', 'daviluis321', 'dnovais', 'lmedson', 'AlexGalhardo', 'JDias', 'felixltda', 'pauloh06', 'edenilsoncarvalho', 'ale-big', 'progerbr', 'mateuspgx5', 'juanfagner', 'Claudio888', 'constanciobgn', 'leogregianin', 'Titowisk', 'dalinhuang99', 'fredmanre', 'chocoelho', 'chicao', 'romulomadu', 'andreztz', 'lucasp0r', 'mschonfinkel', 'cruxiu', 'Mazuh', 'yuriscosta', 'cristianokiu', 'BAFurtado', 'izabelacborges', 'brunacunha', 'lucianorc', 'leandrorochaadm', 'Bruno1014', 'Ronald-TR', 'jamesperes', 'i3black', 'thayslavor', 'robertopc', 'devplusti', 'andressamarcal', 'josemalcher', 'EvertonAlauk', 'marcioboaro', 'clebsonpy', 'mayronceccon', 'nfultz', 'luisguilermes', 'PedroTreck', 'nathlobat', 'rcbull', 'JoberthDavid', 'PuckmanXY', 'rafaelsiza', 'jonatanbandeira', 'Guilehm', 'werberth', 'denylsonmelo', 'nunesdaniel', 'jj151', 'jvgelio']"
simoneas02,"['ElsonBarcelos', 'IsabelaDePaula', 'sergiockd', 'douglashenrique', 'jeancsanchez', 'Paulo-Sergio', 'luanamartins', 'Anicely', 'wellvsilva', 'alicexmelo', 'mayrarabelo', 'veridianaMelo', 'willany', 'WandersonAlves', 'BelinhaIsis', 'talitaoliveira', 'rafaelaccs', 'MichalPaszkiewicz', 'evinw', 'karinamachado', 'leonardooo', 'jucylene', 'edu-bot', 'GeysaPriscila', 'githubgirls', 'afonsopacifer', 'daliannyvieira', 'anazard', 'ruanmyv', 'phellipeandrade', 'emanuelrosa', 'Corlobin', 'oJuniorDev', 'yankasantos', 'cassiodourado1', 'witerbino', 'caio687', 'lifei99', 'danilovaz', 'amaurycatelan', 'edmolima', 'danguilherme', 'fabiopichler', 'fredericksilva', 'theus', 'breitembach', 'ramonMontanhes', 'mjr', 'vitebo', 'vpozzebon', 'andrewsfg', 'izanf', 'correaecastro', 'marcelo-ribeiro', 'GleitonFranco', 'eniovalo', 'welll', 'ronal2do', 'welksonramos', 'raloliver', 'JulianoPadilha', 'ktquez', 'ribeiroevandro', 'yanmagale', 'flyingluscas', 'theuves', 'fxcosta', 'brunoluzweb', 'pcstl', 'whwss', 'klihelp', 'RhavilaMelo', 'cahfelix', 'ruanvalente', 'alexjosesilva', 'neonsec', 'zbandhan', 'TigerRobocop', 'hugocarreira', 'Jciel', 'gustavoquinalha', 'guionardo', 'phillipp-oliveira', 'silvaesouza', 'jobizzness', 'rafamelima', 'fpchemical', 'alanfm', 'tamimibrahim17', 'ricardomirannda', 'brunosf', 'Allansantosdefreitas', 'karollmm', 'hc3', 'gabriel-silva', 'DudaFranca', 'marquinhosasis', 'eltonrufino', 'adammacias', 'marcioheleno', 'Suburbanno', 'KevinHock', 'thiagommedeiros', 'ygorcosta', 'ligiasalzano', 'carl-alberto', 'gkal19', 'lemamon', 'thiagorl', 'smilysyndrella', 'paulohenriqueb', 'FelipeSamuel', 'yurifreitas', 'lieechan', 'suissa', 'avena', 'GiammaCarioca', 'ronalson', 'ramonsantos', 'JaoVizu', 'angelilton', 'valdemirfilho', 'fernandosouza', 'marioferreiraa', 'rafabiel', 'Jessica7', 'giuliosa', 'carloshpdoc', 'bfmjr', 'GuiAlmeida', 'gabrielbahniuk', 'michelmany', 'ademirferreira', 'michelgefuni', 'nicolaubrasil', 'nandomoreirame', 'nfultz', 'JoseCage', 'matheusbelt', 'emilianocarvalho', 'cenaion', 'mstraughan86', 'GabrielCzar', 'NataliaAvila', 'mayribeiro', 'victorsv91', 'nelsonic', 'filipewl', 'alexanmtz', 'dsamuel32', 'JohnsonMauro', 'ajunior', 'alexandroabade', 'ermysson', 'tiagocalisto', 'ronaldoveras', 'thiagodias63', 'Ninorp', 'onlurking', 'brunopereiradonascimento', 'frankfarias', '01viniciusmelo', 'wallacesilva', 'pabloguardiao', 'nenodias', 'elienemb', 'grodrigues', 'rafaelporfirio', 'jbwestphal', 'emerson256', 'drcabral', 'silvinhamorais', 'JHugoSilva', 'alicaglayan', 'williansandro', 'thiagohofmeister', 'jamalchk', 'DaviRamosAndrade', 'ganobrega', 'utzig', 'lpirola', 'melissamoreira', 'matheusnascgomes', 'higordiego', 'israelsantiago', 'iagobelo', 'mtAlves', 'Edenizia', 'mikejavier', 'dudemelo', 'marcelogbrito', 'renanrboliveira', 'Bunlong', 'PamelaBeatriz', 'EmersonVictor', 'wellingtongeek', 'ucsdmath', 'raisiqueira', 'ericknishimoto', 'karlafalcao', 'laerciosb', 'DOAMAIS', 'Jennycken', 'olgapinheiro', 'mikeliguedes', 'heathdutton']"
filipeximenes,"['luisgabriel', 'renatooliveira', 'marciobarbosa', 'antoniocorreia', 'klebercode', 'fjsj', 'patrickrbc', 'brunocoelho', 'filipe0513', 'fabiocerqueira', 'victoracioli', 'eltonsantos', 'luanfonceca', 'fernandolins', 'lipse', 'essejonatas', 'luish', 'alcemirfernandes', 'arthuralvim', 'irgmedeiros', 'guilhermefarias', 'JoaoGFarias', 'gileno', 'jfunez', 'rafadaguiar', 'eduardocruz', 'marcwebbie', 'Siffert', 'luiztiago', 'hugovasconcelos', 'guiocavalcanti', 'alcione', 'rafaelcaricio', 'Miicchhel', 'wellington16', 'meiralins', 'victorcarrico', 'frenetic', 'diegoguimaraes', 'sergiofontes', 'sergiomario', 'mateusgrb', 'mateusrevoredo', 'georgecariri', 'victorgutemberg', 'andersonfantini', 'israelsantiago', 'henrywm', 'danjesus', 'osmarfelix', 'nielsonsantana', 'pauloromeira', 'Santii', 'fun', 'osantana', 'raelmax', 'chicofilho', 'JonnatasCabral', 'secpybr', 'vanessagl2', 'phalt', 'gilsondev', 'rodrigoamaral', 'alvarojoao', 'vitorluz', 'drxos', 'silaspedrosa', 'dakerfp', 'matagus', 'warkentien2', 'CesarNog', 'felipevolpone', 'dvro', 'audreyr', 'ivensrocha', 'guilegarcia', 'mazulo', 'Tiago-Lira', 'diegobarcelar', 'Fluen', 'a3kku', 'rougeth', 'wsacin', 'felipefarias', 'matheusmlessa', 'luizbatista', 'edsoncelio', 'SamirSouzaSys', 'fernandosouza', 'fernandocastor', 'decko', 'tiagoamx', 'AlissonMMenezes', 'lscasanova', 'kenesparta', 'ayr-ton', 'roselmamendes', 'andersonberg', 'dlitvakb', 'Linux-Player', 'vidalvasconcelos', 'muriloviana', 'raimundonorberto', 'lnfnunes', 'rcbop', 'nicoddemus', 'FabioSilvaIT', 'eduardo-melo', 'chocoelho', 'pilgrim2go', 'SamuelsonH2T', 'jonasagx', 'gabrieljbl', 'thulioph', 'citec', 'ythecombinator', 'Archakov06', 'medeirosthiago', 'faeliaso', 'vpakg', 'violivei', 'laborautonomo', 'dzikri', 'srtab', 'elinaldosoft', 'matiasinsaurralde', 'udevril', 'luanfsf', '4rshdeep', 'nadiabridge', 'arferreira', 'matheuslins', 'ebratz', 'morenice', 'simudream', 'heltonalves99', 'Williano', 'katiayn', 'valclemir', 'leogregianin', 'dalinhuang99', 'sarahraquel', 'guidiego', 'alfakini', 'royopa', 'bratomes', 'biancarosa', 'kamranhossain', 'myllenaalves', 'murat-yavuzer', 'josemalcher', 'KleberDarlan', 'icaromedeiros', 'abevieiramota', 'AlbertHambardzumyan', 'raisiqueira', 'matheusnascgomes', 'emaxees', 'hugobrilhante', 'joanasouza', 'hugobessa', 'vanessa', 'amandasavluchinske']"
renatooliveira,"['adrianomelo', 'x8lucas8x', 'luisgabriel', 'joselitojunior1', 'karlafalcao', 'vanessagl2', 'filipeximenes', 'embs', 'jessicabarbalho', 'rmd2', 'cacoze', 'hugobessa', 'fernandolins', 'patrickrbc', 'guilhermereis', 'felipeluna', 'filipevarjao', 'klebercode', 'filipemanuelofs', 'fjsj', 'mateusgrb', 'gustavopinto', 'rafaelcaricio', 'pantuza', 'victorgutemberg', 'matheuscburger', 'thiagodiniz', 'brunocoelho', 'araujoraphael', 'cesarFrias', 'luanfonceca', 'lipse', 'fabiocerqueira', 'marioidival', 'rodrigoamaral', 'deniscostadsc', 'joaoluizdhv', 'irgmedeiros', 'eltonsantos', 'osantana', 'rochacbruno', 'raelmax', 'gladson', 'heltonalves99', 'vitoriavasconcelos', 'gileno', 'avelino', 'felipecruz', 'gustavohenrique', 'JoaoGFarias', 'marcwebbie', 'jpsilvaj', 'marco-istccp', 'DiegoYungh', 'arthuralvim', 'laisvarejao-elife', 'cadu-leite', 'Zer0Root', 'Siffert', 'guiocavalcanti', 'dvro', 'isabarros', 'marcelolima', 'victorcarrico', 'luiztiago', 'pydanny', 'marlonwc3', 'sergiofontes', 'wellvsilva', 'guspit', 'frenetic', 'gabrieljbl', 'marcelorange', 'felipesotero', 'di3goleite', 'hugoesb', 'decko', 'humrochagf', 'sergiomario', 'RobertsonWeb', 'fernandovalente', 'meiralins', 'wyorgb', 'angusshire', 'edgabaldi', 'd4n1', 'eduardohitek', 'luanamartins', 'gilsondev', 'hallanmc', 'Miicchhel', 'alvarojoao', 'mileo', 'brunocasanova', 'cusspvz', 'jfunez', 'rodrigoclira', 'pprogrammer', 'guilhermemaba', 'shawnblue', 'nicolastrres', 'mazulo', 'cassiobotaro', 'fsouza', 'Fluen', 'oldoni', 'wsacin', 'ervilis', 'SamirSouzaSys', 'vmesel', 'Shuon', 'thulioph', 'lscasanova', 'adailsonfilho', 'brunohenrique', 'ottony', 'eduardo-melo', 'BernardoAT', 'roselmamendes', 'Linux-Player', 'beatrizuezu', 'muriloviana', 'cacarrara', 'caiovictormc', 'jairojair', 'ViniciusCPSouza', 'python-django-Kandibyala-yuvarajsekhar', 'thiagolacerdadesouza', 'citec', 'violivei', 'maurxeugenio', 'brunnogomes', 'chocoelho', 'faeliaso', 'rougeth', 'thonnycleuton', 'lnlsnb', 'paulopinda', 'oditorium', 'philippeoz', 'AsaK', 'leportella', 'dalinhuang99', 'italorossi', 'fernandocastor', 'orlandosaraivajr', 'dougfeltrim', 'antoniocorreia', 'leandrorochaadm', 'lucaslsl', 'jmateusousa', 'albbertim', 'kauegimenes', 'joanasouza', 'geraldo-netto', 'mdcg', 'gillisd', 'dennys-bd', 'abmaelsantos', 'walison17']"
luiztiago,"['djalmaaraujo', 'viniciusgalvao', 'suissa', 'henriquemoody', 'eliasrodrigues', 'ruanltbg', 'davidsonfellipe', 'fernandosouza', 'codekarllo', 'luizbatista', 'kaiquewdev', 'brunocoelho', 'JoabMendes', 'lucascmelo', 'henvic', 'willianmk', 'ThamaraHessel', 'ivanAndrade', 'guilhermefarias', 'leobalter', 'fabricionaweb', 'cirdes', 'fireflex', 'rldourado', 'bergbrandt', 'pragmaticivan', 'thiagomarinho', 'deyvisonrocha', 'allefbr', 'diegocuruma', 'Renatodeluna', 'thiagogsr', 'gitlisted', 'schrodervictor', 'fabriciofmsilva', 'ramonvictor', 'patrickrbc', 'fraposo', 'relson', 'gusshmelo', 'filipeximenes', 'dancasttro', 'thyagoraphael', 'leobaiano', 'arthurmichel', 'adammacias', 'bargaorobalo', 'rlpereira', 'louisli', 'pid', 'dev123dev123', 'ylnkancheti', 'stelioschar', 'mgrtech', 'brunasrbrito', 'matheusazzi', 'keppelen', 'GustavoCostaW', 'rntdesign', 'chip', 'leonascimento', 'killuawax', 'lucasbrigida', 'fagnernike', 'hugovasconcelos', 'wilkerlucio', 'thulioph', 'renatooliveira', 'vitorbritto', 'sergiohampel', 'onaSousa', 'ticianissima', 'Alex110', 'jampow', 'kamalbhattarai99', 'charlenopires', 'vvavdiya', 'thiagotargino', 'atilacamurca', 'alexandroabade', 'davequick', 'iurimattos', 'gpedro', 'ElderPintto', 'n370', 'robsonribeiro', 'pauloesantos', 'rdiego26', 'gersonthiago', 'hitvox', 'karlprieb', 'carlitosz', 'lyndon-lee', 'anshuldhawan', 'paulinhoerry', 'letanure', 'willduarte', 'dcatipon', 'josemalcher', 'lucasoneves', 'edmolima', 'NandoKstroNet', 'mateuslopesbh', 'batusa', 'andreasbloomquist', 'ravigithub', 'fjsj', 'plcosta', 'rsvalerio', 'joelwallis', 'Brunoalcau', 'fredericksilva', 'rafael-neri', 'lincolnbrito', 'renoirsousa', 'ajsb85', 'htar', 'mcruz85', 'douglascorrea', 'duncan60', 'cjpatoilo', 'bikashlama', 'ythecombinator', 'josejailton', 'Acentelles', 'rodrigopaiva', 'brunocasanova', 'j0sephandres1987', 'wschenkel', 'angusshire', 'sergiokopplin', 'felladrin', 'LeoCp', 'faeliaso', 'randhson', 'movibe', 'thompsonemerson', 'italoj', 'andrevvalle', 'allanmoreira8', 'SoufianeAbid', 'sukumarjena', 'hugocarreira', 'thiagolacerdadesouza', 'dmente03', 'yankasantos', 'Alfrick', 'rafaelfragosom', 'laurilopes', 'geraldo-netto', 'thiagommedeiros', 'KevinHock', 'luan0ap', 'matheusmurta', 'raisiqueira', 'marcoshmendes', 'wellington1993', 'johnlenonmaghanoy']"
henvic,"['guiocavalcanti', 'fjsj', 'jamersonsilva', 'FernandaLandim', 'suissa', 'ivesbrito', 'fernandosouza', 'luizbatista', 'pragmaticivan', 'jaydson', 'alganet', 'luiztiago', 'guilhermefarias', 'gvc', 'lucascmelo', 'patrickrbc', 'cironunes', 'hgfischer', 'alcipir', 'brunocoelho', 'CavalcanteLeo', 'metanoia023', 'arthurnn', 'gusshmelo', 'deyvisonrocha', 'marlonwc3', 'eduardolundgren', 'Bindambc', 'tomersimis', 'hnka', 'jnettome', 'mairatma', 'igormatos', 'arthuralvim', 'pedrorezende', 'sergiofontes', 'charlenopires', 'ottony', 'Sisay25', 'lucasbiagini', 'marclundgren', 'zenorocha', 'eduardomelo', 'caionorder', 'isaquemelo', 'gersonthiago', 'guiajlopes', 'manishdipankar1711', 'DeyvsonL', 'SuriyaaKudoIsc', 'qhuy61', 'MarcellaMoura', 'almirfilho', 'chelogui', 'meiralins', 'nerdcalistenico', 'PauloPaquielli', 'eleete', 'thulioph', 'fredericksilva', 'cusspvz', 'ythecombinator', 'ajsb85', 'jonasagx', 'phpenterprise', 'jairojair', 'JRigotti', 'kivervinicius', 'irobayna', 'murat-aka', 'angusshire', 'mcanthony', 'di3goleite', 'rafaelfvcs', 'joaopedronardari', 'plcosta', 'ParinVachhani', 'leoschet', 'sfilhu', 'franciosi', 'bryceosterhaus', 'cust0m', 'moaxaca', 'Felizardo', 'matheuslugon', 'alisonmonteiro', 'evinw', 'brenohq', 'djalmaaraujo', 'pazspm', 'Ithildir', 'mthadley', 'jonnilundy', 'xWul', 'victorlaerte', 'brunabaudel', 'cConectando', 'tech-Prakash', 'alexpessoajr', 'mguilhermetavares', 'cauli', 'mauricionr', 'khaueviana', 'brunopulis', 'diogocezar', 'imandyie', 'dalinhuang99', 'kureikain', 'MichaelYusko', 'albertmourato', 'nullniverse', 'nfultz', 'grodrigues', 'leonardoelias', 'jturolla', 'johnlenonmaghanoy', 'diegonvs', 'interaminense', 'loopingz', 'figuarnieri', 'mateuschaves', 'akinhwan']"
ac-pm,"['mfpp', 'vlordier', 'tanprathan', 'sitefortest', 'm0nad', 'henriquemenezes', 'DSimun', 'uberspot', 'WeiEast', 'jevinskie', 'mbazaliy', 'rustymagnet3000', 'Dhamuharker', 'bomoer', 'Athrob-Hua', 'talkain', 'amixuse', 'andremelo87', 'jpm7', 'Rawritsdan', 'joao-lucas', 'riusksk', 'dineshdinz', 'zhouzu', 'magnologan', 'dlobregon', 'rcbop', 'mdabbagh88', 'COArikan', 'meezsa', 'ZachR0', 'fegge', 'liuyiVector', 'Bakahr', 'Murthysagi', 'Oreaz', 'ozzbrain', 'chrook', 'aiziyuer', 'gamehacker', 'TdevM', '0xbug', 'c1erc1er', 'ohyeah521', 'paul5', 'bruno222', 'Alexzha', 'arbazkiraak', 'geosphere', 'thorsling', 'marksee', 'merlinJie', 'syedkhalid', 'bigfool', 'lasbel', 'mikalv', 'Rapelly11akhil', 'fpg1503', 'saikrishna321', 'samghub', 'bjtangliang', 'GitForNeo', 'yi4534', 'WillPangZi', 'LizhangHuang', 'humphreyfonseca', 'mmyydd', 'xmlxin', 'Specher', 'chaoxihailing', 'magespawn', 'appastair', 'Omar1123', 'psychomad', 'jiangecho', 'liuelves', 'yangshengli', 'jeanmarcosdarosa', 'elnx', 'edu-mco', 'Chorder', '1998lixin', 'shuixi2013', 'killvxk', 'smartmanru', 'cyn00b', 'ahen0910', 'vaginessa', 'xqq524148626', 'mrmign', 'mattermon', 'gitQqqHs', 'mateeuslinno', 'iNarcissuss', 'dzx1994', 'ttimasdf', 'stayliv3', 'Cydia5530', 'loveezu', 'mrbingdian', 'waqarrashid33', 'jayjani007', 'picatz', 'vishwaraj', 'BolexLiu', 'daadu', 'zbryant0917', 'keerthidec14', 'wangliming', 'mdbrelo', 'jhdavino', 'rohitgupta1694', 'minsle', 'mancong', 'ghost-snow', 'parkerpeng', 'danmalafaia', 'jccode', 'danielgf3', 'dengtongcai', 'PhamVanDac']"
fernandocastor,"['guiocavalcanti', 'adrianomelo', 'tacsio', 'x8lucas8x', 'fjsj', 'JeffersonAlmeida', 'luisgabriel', 'renatooliveira', 'rafaelbrandao', 'omailson', 'vanessagl2', 'mateusgrb', 'embs', 'jessicabarbalho', 'frsoares', 'filipeximenes', 'tpbvieira', 'itamarsilva', 'paulofernando', 'pragmaticivan', 'karlafalcao', 'joselitojunior1', 'jessica-rmo', 'dnr2', 'leonardofeistauer', 'irgmedeiros', 'phds', 'jpmesquita', 'ismaquias', 'lets00', 'JoaoGFarias', 'marlonwc3', 'andreferreira-me', 'rodrigolc', 'fhferreira', 'kkrico', 'arthuralvim', 'vfranca', 'larissafalcao', 'guspit', 'DaviFernandes', 'victorcarrico', 'ThaisaMirely', 'haroldogtf', 'dayvisons', 'llaryssa', 'filipevarjao', 'pbsf', 'Bouckaert', 'Miliox', 'thomascristanis', 'lrlucena', 'jfsc', 'josinon', 'luanamartins', 'aserebrenik', 'felipeluna', 'isabellyfd', 'hails', 'esdrascavalcs', 'jeronimobs', 'alvarojoao', 'rafaelfvcs', 'vcs3', 'paulo4dm', 'horaciojcfilho', 'henriquemenezes', 'pouriaalmassi', 'cretchas', 'nandooliveira', 'caionovaes', 'foolOnTheHill', 'otaciliosilva', 'GuilhermeFSouza', 'jeandersonbc', 'rodrigodma', 'joaoMonte', 'peaonunes', 'rcbop', 'henvic', 'gilesv', 'meugenia1', 'vinniemoreira', 'Francisco-Cripa', 'atriciasabino', 'gabrieldluca', 'vianaweb', 'macm3', 'dvro', 'felipealencar', 'victorlaerte', 'adsonxzx', 'pazspm', 'claudiopacheco', 'steven-chien', 'mguilhermetavares', 'mangueBit', 'danaman87', 'lucasecf', 'pcstl', 'miqueiaspenha', 'thiago-silva', 'heitorpaceli', 'lnmds', 'arthurmagno', 'rcs9', 'LucasMendoncacc', 'WildCLown', 'mcorreafalcao', 'hilderlanherbert', 'brunabaudel', 'guedesbgeorge', 'aacgn', 'pjcsouza', 'eduardosm7', 'zegabr', 'brunoabdon', 'viniciusbischoff', 'EmersonVictor']"
clovisdasilvaneto,"['andremlsantos', 'edmundojr', 'andreferreira-me', 'jeftarmascarenhas', 'juliocarneiro', 'marviljoy', 'felipe-coelho', 'raphaelfabeni', 'robertocr', 'misabitencourt', 'dsprog', 'josemalcher', 'Gustavo-M', 'luisbrito', 'tiagoporto', 'Renatodeluna', 'yukatanabe', 'gabriel-seb', 'guilhermefarias', 'arthurmichel', 'realcoli', 'faelaphoenix', 'brunocesarweb', 'JoseCage', 'raisiqueira', 'gpedro', 'alexandroabade', 'tosipaulo', 'fredericksilva', 'mikejavier', 'lucasrrsimoes', 'gabrielkamimura', 'faeliaso', 'eduardolops', 'nicklima', 'hullen', 'miqueiaspenha', 'lucaslmuller', 'dayvson009', 'otahara', 'albinoneto', 'ftadashi', 'ismaelsantana', 'guszz', 'michelmany', 'rafaprax', 'igormatos', 'interaminense', 'rafael-henrique-oliveira', 'jQsafi', 'ktquez', 'ythecombinator', 'afonsopacifer', 'josejailton', 'fdaciuk', 'milacarrera', 'marceloramires', 'raloliver', 'Artenes', 'matiasev', 'leonardo403', 'manzettidenis', 'hevertoncastro', 'dann95', 'marcker', 'movibe', 'cristianounix', 'vitalves', 'luizhenriquesoares', 'audrincp', 'gideaoms', 'thulioph', 'karolinelemos', 'dashdanilo', 'alissonzampietro', 'klaytondeoliveira', 'VictorManoel', 'jorginhodev', 'danielnegrisolibatista', 'vitocaio', 'rafamaxber', 'lucasselliach', 'grodrigues', 'luanpontolio', 'bryceosterhaus', 'omariosouto', 'rogodev', 'lucianojsjr', 'adelmojnr', 'simoneas02', 'sergio02195', 'witerbino', 'EdsonBitaraes', 'leanfj', 'stoque', 'jordanamorais', 'jeffersonmourak', 'amaurycatelan', 'danielbasilio', 'xewertonfilipe', 'JulianoPadilha', 'jocelio', 'talitaoliveira', 'alexpessoajr', 'limatheus', 'manoelcyreno', 'diegonvs', 'fernandosouza', 'alinedoleron', 'minsle', 'matuzalemsteles', 'gallindo', 'akinhwan', 'JohnsonMauro', 'Jennycken']"
fjsj,"['rafaelcaricio', 'gunshor', 'gileno', 'rochacbruno', 'luisgabriel', 'fernandogrd', 'kiran2690', 'FaizKhan09', 'kilimchoi', 'danhsh', 'ricardodani', 'gustavopinto', 'loganrj', 'renatooliveira', 'filipeximenes', 'LucasMagnum', 'thiagodiniz', 'adrianomelo', 'brunocoelho', 'krishaamer', 'pedroaranha', 'patrickrbc', 'robertocr', 'weblancaster', 'marcker', 'guipacheco2', 'irgmedeiros', 'epety', 'schiffhauer', 'embs', 'laisvarejao-elife', 'dvro', 'arthuralvim', 'torque59', 'aericson', 'fabiocerqueira', 'fernandolins', 'sergiofontes', 'luanfonceca', 'meiralins', 'sergiomario', 'vlordier', 'NetoDevel', 'victorcarrico', 'fun', 'raelmax', 'tiagollalmeida', 'WillSygle', 'cusspvz', 'fasouto', 'matagus', 'angusshire', 'guilhermebr', 'marciomassari', 'deividazevedo2', 'vabada', 'guilegarcia', 'medeirosthiago', 'felipefarias', 'mgargenta', 'Lafaiet', 'edsoncelio', 'elinaldosoft', 'SamirSouzaSys', 'dannluciano', 'osantana', 'kenesparta', 'abdulabbas', 'pauloromeira', 'LJ001', 'muriloviana', 'moshemeirelles', 'Abouhane', 'rcbop', 'jessicapaz', 'GiliardGodoi', 'citec', 'duboviy', 'vpakg', 'chocoelho', 'bittner', 'matiasinsaurralde', 'KevinHock', 'faeliaso', 'gilsondev', 'hellskitchendev', 'thulioph', 'lnlsnb', 'lfcerf', 'vdt', 'nathan130200', 'simudream', 'kamranhossain', 'heltonalves99', 'Williano', 'KatherineMichel', 'katiayn', 'CedricCarrard', 'nfultz', 'mateuspontes', 'victormartinez', 'Milhano', 'gauravssnl', 'thnery', 'opengiineer', 'vanessa', 'balaraju1278', 'kauegimenes', 'icaromedeiros', 'AlbertHambardzumyan', 'natea', 'vincentpanqi', 'hugobessa', 'dzikri']"
zimmerle,"['lipse', 'davidste', 'maxious', 'syoichi', 'inliniac', 'skepticfx', 'craiglawson', 'cidoca', 'robertomb', 'omarkurt', 'trietptm', 'hsinvr', 'zhengjunlee', 'r00tb0x', 'ton31337', 'jpereira', 'dladuke', 'semblano', 'LanShi', 'ngocthach', 'tovbinm', 'luisgabriel', 'pcsafe', 'rodolfovillordo', 'visaksasi', 'taibd', 'lifeforms', 'marciorf', 'manishmalik', 'maxlabelle', 'akoul', 'HerryOS', 'whitehat-zero', 'gunjan1111', 'pythonlearner7', 'iojymbo', 'igoroppo6', 'henriquemenezes', 'zch9081', 'diegomatos', 'AnwarMohamed', 'mdnt2mdnt', 'neep3r', 'auraltension', 'ByForMe', 'fahad676', 'X01VVD01X', 'MichalPaszkiewicz', 'jamesejr', 'tahirramzan', 'gctse', 'bryanmurphy', 'robski888', 'Aaronmaiden666', 'WillemJan', 'jpm7', 'invahua', 'emphazer', 'netmanzim', 'm0nad', 'andrewiiird', 'wonderkun', 'cechu66', 'SafeAF', 'VonNaturAustreVe', 'unbaiat', 'vandalvnl', 'blackghostt', 'justinbui', 'pardeep-tm', 'LoadLow', 'joaovarelas', 'SupaHiro', 'yad50968', 'men18', 'Krypt05', 'techsd', 'sonofapharmacist', 'victorhora', 'AirisX', 'Sword2G', 'xmpf', 'mauricionr', 'master-0098', 'shmooz', 'AlexxNica', 'florian-eichelberger', 'CerebralMischief', 'ducphanduyagentp', 'decal', 'missingsnowman', 'itbuiductai', 'jcldf', 'hahadaxia', 'Bisonenam', 'Mr-India4n6', 'sethinsd', 'Alex-Kw', 'akinhwan', 'hongyunnchen', 'slabber', 'insightglacier', 'mateeuslinno', 'rootvision', 'PeledEldan', 'randysoriani', 'wilsonleeee', 'nightwing126', 'geraldo-netto', 'stevezoom', 'nfultz', 'tyekrgk', 'rayenmessaoudi']"
